Box,Treatment,Block,Leaf,Leaflet,Direction,Te,Tu
7,10Te10Tu48h,2,3,5,Down,8,2
7,10Te10Tu48h,2,3,1,Up,79,13
7,10Te10Tu48h,2,3,2,Up,8,33
7,10Te10Tu48h,2,3,3,Up,8,22
7,10Te10Tu48h,2,3,4,Up,11,4
7,10Te10Tu48h,2,3,5,Up,30,22
7,10Te10Tu48h,2,4,1,Down,0,0
7,10Te10Tu48h,2,4,2,Down,0,0
7,10Te10Tu48h,2,4,3,Down,6,0
7,10Te10Tu48h,2,4,4,Down,1,1
7,10Te10Tu48h,2,4,5,Down,0,0
7,10Te10Tu48h,2,4,1,Up,0,0
7,10Te10Tu48h,2,4,2,Up,0,0
7,10Te10Tu48h,2,4,3,Up,0,0
7,10Te10Tu48h,2,4,4,Up,5,1
7,10Te10Tu48h,2,4,5,Up,1,0
7,10Te10Tu48h,2,5,1,Down,25,5
7,10Te10Tu48h,2,5,2,Down,22,0
7,10Te10Tu48h,2,5,3,Down,16,6
7,10Te10Tu48h,2,5,4,Down,17,0
7,10Te10Tu48h,2,5,5,Down,7,0
7,10Te10Tu48h,2,5,1,Up,29,20
7,10Te10Tu48h,2,5,2,Up,30,4
7,10Te10Tu48h,2,5,3,Up,31,16
7,10Te10Tu48h,2,5,4,Up,25,4
7,10Te10Tu48h,2,5,5,Up,30,7
8,10Te10Tu48h,2,2,1,Down,1,6
8,10Te10Tu48h,2,2,2,Down,3,12
8,10Te10Tu48h,2,2,3,Down,0,0
8,10Te10Tu48h,2,2,1,Up,0,0
8,10Te10Tu48h,2,2,2,Up,3,0
8,10Te10Tu48h,2,2,3,Up,0,3
8,10Te10Tu48h,2,3,1,Down,5,6
8,10Te10Tu48h,2,3,2,Down,5,5
8,10Te10Tu48h,2,3,3,Down,0,4
8,10Te10Tu48h,2,3,4,Down,2,5
8,10Te10Tu48h,2,3,5,Down,0,0
8,10Te10Tu48h,2,3,1,Up,9,9
8,10Te10Tu48h,2,3,2,Up,12,10
8,10Te10Tu48h,2,3,3,Up,0,2
8,10Te10Tu48h,2,3,4,Up,8,6
8,10Te10Tu48h,2,3,5,Up,4,0
8,10Te10Tu48h,2,4,1,Down,4,13
8,10Te10Tu48h,2,4,2,Down,2,10
8,10Te10Tu48h,2,4,3,Down,6,10
8,10Te10Tu48h,2,4,4,Down,2,11
8,10Te10Tu48h,2,4,5,Down,1,3
8,10Te10Tu48h,2,4,1,Up,2,33
8,10Te10Tu48h,2,4,2,Up,6,37
8,10Te10Tu48h,2,4,3,Up,1,40
8,10Te10Tu48h,2,4,4,Up,5,17
8,10Te10Tu48h,2,4,5,Up,3,33
8,10Te10Tu48h,2,5,1,Down,0,0
8,10Te10Tu48h,2,5,2,Down,2,0
8,10Te10Tu48h,2,5,3,Down,1,0
8,10Te10Tu48h,2,5,4,Down,1,1
8,10Te10Tu48h,2,5,5,Down,0,0
8,10Te10Tu48h,2,5,1,Up,0,1
8,10Te10Tu48h,2,5,2,Up,0,0
8,10Te10Tu48h,2,5,3,Up,0,1
8,10Te10Tu48h,2,5,4,Up,0,1
8,10Te10Tu48h,2,5,5,Up,10,1
9,10Te10Tu48h,2,2,1,Down,3,2
9,10Te10Tu48h,2,2,2,Down,22,2
9,10Te10Tu48h,2,2,3,Down,17,0
9,10Te10Tu48h,2,2,1,Up,2,1
9,10Te10Tu48h,2,2,2,Up,11,2
9,10Te10Tu48h,2,2,3,Up,8,3
9,10Te10Tu48h,2,3,1,Down,1,2
9,10Te10Tu48h,2,3,2,Down,5,4
9,10Te10Tu48h,2,3,3,Down,3,5
9,10Te10Tu48h,2,3,4,Down,7,5
9,10Te10Tu48h,2,3,5,Down,1,3
9,10Te10Tu48h,2,3,1,Up,1,0
9,10Te10Tu48h,2,3,2,Up,2,4
9,10Te10Tu48h,2,3,3,Up,5,8
9,10Te10Tu48h,2,3,4,Up,4,3
9,10Te10Tu48h,2,3,5,Up,0,2
9,10Te10Tu48h,2,4,1,Down,7,2
9,10Te10Tu48h,2,4,2,Down,0,1
9,10Te10Tu48h,2,4,3,Down,13,10
9,10Te10Tu48h,2,4,4,Down,4,5
9,10Te10Tu48h,2,4,5,Down,1,8
9,10Te10Tu48h,2,4,1,Up,5,7
9,10Te10Tu48h,2,4,2,Up,8,4
9,10Te10Tu48h,2,4,3,Up,23,7
9,10Te10Tu48h,2,4,4,Up,13,9
9,10Te10Tu48h,2,4,5,Up,5,6
9,10Te10Tu48h,2,5,1,Down,1,0
9,10Te10Tu48h,2,5,2,Down,0,0
9,10Te10Tu48h,2,5,3,Down,1,0
9,10Te10Tu48h,2,5,4,Down,0,0
9,10Te10Tu48h,2,5,5,Down,1,3
9,10Te10Tu48h,2,5,1,Up,5,2
9,10Te10Tu48h,2,5,2,Up,1,0
9,10Te10Tu48h,2,5,3,Up,2,7
9,10Te10Tu48h,2,5,4,Up,1,4
9,10Te10Tu48h,2,5,5,Up,3,10
10,10Te10Tu48h,2,2,1,Down,0,2
10,10Te10Tu48h,2,2,2,Down,23,3
10,10Te10Tu48h,2,2,3,Down,0,4
10,10Te10Tu48h,2,2,1,Up,1,1
10,10Te10Tu48h,2,2,2,Up,9,7
10,10Te10Tu48h,2,2,3,Up,2,1
10,10Te10Tu48h,2,3,1,Down,41,2
10,10Te10Tu48h,2,3,2,Down,0,1
10,10Te10Tu48h,2,3,3,Down,0,0
10,10Te10Tu48h,2,3,4,Down,2,0
10,10Te10Tu48h,2,3,5,Down,0,1
10,10Te10Tu48h,2,3,1,Up,0,12
10,10Te10Tu48h,2,3,2,Up,12,0
10,10Te10Tu48h,2,3,3,Up,0,0
10,10Te10Tu48h,2,3,4,Up,2,2
10,10Te10Tu48h,2,3,5,Up,1,1
10,10Te10Tu48h,2,4,1,Down,7,7
10,10Te10Tu48h,2,4,2,Down,2,9
10,10Te10Tu48h,2,4,3,Down,9,11
10,10Te10Tu48h,2,4,4,Down,0,12
10,10Te10Tu48h,2,4,5,Down,2,4
10,10Te10Tu48h,2,4,1,Up,4,83
10,10Te10Tu48h,2,4,2,Up,17,13
10,10Te10Tu48h,2,4,3,Up,10,23
10,10Te10Tu48h,2,4,4,Up,2,68
10,10Te10Tu48h,2,4,5,Up,12,25
10,10Te10Tu48h,2,5,1,Down,0,0
10,10Te10Tu48h,2,5,2,Down,0,1
10,10Te10Tu48h,2,5,3,Down,0,0
10,10Te10Tu48h,2,5,4,Down,0,2
10,10Te10Tu48h,2,5,5,Down,4,0
10,10Te10Tu48h,2,5,1,Up,0,0
10,10Te10Tu48h,2,5,2,Up,0,0
10,10Te10Tu48h,2,5,3,Up,0,0
10,10Te10Tu48h,2,5,4,Up,0,0
10,10Te10Tu48h,2,5,5,Up,5,4
1,10Te48h10Tu,1,2,1,Down,4,0
1,10Te48h10Tu,1,2,2,Down,8,1
1,10Te48h10Tu,1,2,3,Down,2,1
1,10Te48h10Tu,1,2,1,Up,0,1
1,10Te48h10Tu,1,2,2,Up,11,3
1,10Te48h10Tu,1,2,3,Up,6,8
1,10Te48h10Tu,1,3,1,Down,20,0
1,10Te48h10Tu,1,3,2,Down,17,0
1,10Te48h10Tu,1,3,3,Down,10,0
1,10Te48h10Tu,1,3,4,Down,0,0
1,10Te48h10Tu,1,3,5,Down,22,0
1,10Te48h10Tu,1,3,1,Up,10,0
1,10Te48h10Tu,1,3,2,Up,11,0
1,10Te48h10Tu,1,3,3,Up,12,1
1,10Te48h10Tu,1,3,4,Up,11,0
1,10Te48h10Tu,1,3,5,Up,26,2
1,10Te48h10Tu,1,4,1,Down,7,0
1,10Te48h10Tu,1,4,2,Down,6,0
1,10Te48h10Tu,1,4,3,Down,15,1
1,10Te48h10Tu,1,4,4,Down,5,0
1,10Te48h10Tu,1,4,5,Down,17,0
1,10Te48h10Tu,1,4,1,Up,36,4
1,10Te48h10Tu,1,4,2,Up,18,2
1,10Te48h10Tu,1,4,3,Up,22,5
1,10Te48h10Tu,1,4,4,Up,40,0
1,10Te48h10Tu,1,4,5,Up,23,0
1,10Te48h10Tu,1,5,1,Down,3,3
1,10Te48h10Tu,1,5,2,Down,0,0
1,10Te48h10Tu,1,5,3,Down,1,0
1,10Te48h10Tu,1,5,4,Down,0,0
1,10Te48h10Tu,1,5,5,Down,2,0
1,10Te48h10Tu,1,5,1,Up,2,0
1,10Te48h10Tu,1,5,2,Up,1,1
1,10Te48h10Tu,1,5,3,Up,1,0
1,10Te48h10Tu,1,5,4,Up,0,0
1,10Te48h10Tu,1,5,5,Up,11,0
2,10Te48h10Tu,1,2,1,Down,9,0
2,10Te48h10Tu,1,2,2,Down,0,0
2,10Te48h10Tu,1,2,3,Down,10,1
2,10Te48h10Tu,1,2,1,Up,8,0
2,10Te48h10Tu,1,2,2,Up,0,0
2,10Te48h10Tu,1,2,3,Up,15,2
2,10Te48h10Tu,1,3,1,Down,0,1
2,10Te48h10Tu,1,3,2,Down,20,2
2,10Te48h10Tu,1,3,3,Down,4,0
2,10Te48h10Tu,1,3,1,Up,25,3
2,10Te48h10Tu,1,3,2,Up,6,6
2,10Te48h10Tu,1,3,3,Up,5,1
2,10Te48h10Tu,1,4,1,Down,6,0
2,10Te48h10Tu,1,4,2,Down,30,0
2,10Te48h10Tu,1,4,3,Down,1,0
2,10Te48h10Tu,1,4,4,Down,18,0
2,10Te48h10Tu,1,4,5,Down,18,0
2,10Te48h10Tu,1,4,1,Up,29,4
2,10Te48h10Tu,1,4,2,Up,51,0
2,10Te48h10Tu,1,4,3,Up,0,0
2,10Te48h10Tu,1,4,4,Up,58,0
2,10Te48h10Tu,1,4,5,Up,81,0
2,10Te48h10Tu,1,5,1,Down,4,0
2,10Te48h10Tu,1,5,2,Down,9,0
2,10Te48h10Tu,1,5,3,Down,3,1
2,10Te48h10Tu,1,5,4,Down,0,2
2,10Te48h10Tu,1,5,5,Down,2,0
2,10Te48h10Tu,1,5,1,Up,7,1
2,10Te48h10Tu,1,5,2,Up,20,3
2,10Te48h10Tu,1,5,3,Up,1,7
2,10Te48h10Tu,1,5,4,Up,0,2
2,10Te48h10Tu,1,5,5,Up,4,0
3,10Te48h10Tu,1,2,1,Down,0,0
3,10Te48h10Tu,1,2,2,Down,15,9
3,10Te48h10Tu,1,2,3,Down,1,1
3,10Te48h10Tu,1,2,1,Up,0,0
3,10Te48h10Tu,1,2,2,Up,22,7
3,10Te48h10Tu,1,2,3,Up,12,12
3,10Te48h10Tu,1,3,1,Down,4,0
3,10Te48h10Tu,1,3,2,Down,0,0
3,10Te48h10Tu,1,3,3,Down,2,2
3,10Te48h10Tu,1,3,4,Down,0,2
3,10Te48h10Tu,1,3,5,Down,0,0
3,10Te48h10Tu,1,3,1,Up,3,0
3,10Te48h10Tu,1,3,2,Up,0,0
3,10Te48h10Tu,1,3,3,Up,12,8
3,10Te48h10Tu,1,3,4,Up,1,1
3,10Te48h10Tu,1,3,5,Up,11,7
3,10Te48h10Tu,1,4,1,Down,1,0
3,10Te48h10Tu,1,4,2,Down,0,0
3,10Te48h10Tu,1,4,3,Down,4,1
3,10Te48h10Tu,1,4,4,Down,4,0
3,10Te48h10Tu,1,4,5,Down,2,1
3,10Te48h10Tu,1,4,1,Up,1,2
3,10Te48h10Tu,1,4,2,Up,3,9
3,10Te48h10Tu,1,4,3,Up,3,11
3,10Te48h10Tu,1,4,4,Up,2,3
3,10Te48h10Tu,1,4,5,Up,1,0
3,10Te48h10Tu,1,5,1,Down,0,0
3,10Te48h10Tu,1,5,2,Down,1,0
3,10Te48h10Tu,1,5,3,Down,0,0
3,10Te48h10Tu,1,5,4,Down,0,0
3,10Te48h10Tu,1,5,5,Down,3,1
3,10Te48h10Tu,1,5,1,Up,1,0
3,10Te48h10Tu,1,5,2,Up,13,6
3,10Te48h10Tu,1,5,3,Up,2,0
3,10Te48h10Tu,1,5,4,Up,5,2
3,10Te48h10Tu,1,5,5,Up,8,4
4,10Te48h10Tu,1,2,1,Down,10,0
4,10Te48h10Tu,1,2,2,Down,11,1
4,10Te48h10Tu,1,2,3,Down,0,1
4,10Te48h10Tu,1,2,1,Up,5,1
4,10Te48h10Tu,1,2,2,Up,4,0
4,10Te48h10Tu,1,2,3,Up,1,0
4,10Te48h10Tu,1,3,1,Down,5,0
4,10Te48h10Tu,1,3,2,Down,22,1
4,10Te48h10Tu,1,3,3,Down,1,0
4,10Te48h10Tu,1,3,4,Down,4,2
4,10Te48h10Tu,1,3,5,Down,4,2
4,10Te48h10Tu,1,3,1,Up,9,0
4,10Te48h10Tu,1,3,2,Up,65,0
4,10Te48h10Tu,1,3,3,Up,1,1
4,10Te48h10Tu,1,3,4,Up,10,3
4,10Te48h10Tu,1,3,5,Up,17,0
4,10Te48h10Tu,1,4,1,Down,10,1
4,10Te48h10Tu,1,4,2,Down,20,0
4,10Te48h10Tu,1,4,3,Down,10,0
4,10Te48h10Tu,1,4,4,Down,32,28
4,10Te48h10Tu,1,4,5,Down,16,2
4,10Te48h10Tu,1,4,1,Up,17,0
4,10Te48h10Tu,1,4,2,Up,25,2
4,10Te48h10Tu,1,4,3,Up,11,0
4,10Te48h10Tu,1,4,4,Up,29,0
4,10Te48h10Tu,1,4,5,Up,36,3
4,10Te48h10Tu,1,5,1,Down,0,0
4,10Te48h10Tu,1,5,2,Down,0,0
4,10Te48h10Tu,1,5,3,Down,1,0
4,10Te48h10Tu,1,5,4,Down,0,0
4,10Te48h10Tu,1,5,5,Down,0,0
4,10Te48h10Tu,1,5,1,Up,0,0
4,10Te48h10Tu,1,5,2,Up,0,0
4,10Te48h10Tu,1,5,3,Up,0,3
4,10Te48h10Tu,1,5,4,Up,0,1
4,10Te48h10Tu,1,5,5,Up,4,1
5,10Te48h10Tu,1,2,1,Down,3,2
5,10Te48h10Tu,1,2,2,Down,13,4
5,10Te48h10Tu,1,2,3,Down,1,2
5,10Te48h10Tu,1,2,1,Up,5,8
5,10Te48h10Tu,1,2,2,Up,13,2
5,10Te48h10Tu,1,2,3,Up,3,4
5,10Te48h10Tu,1,3,1,Down,6,0
5,10Te48h10Tu,1,3,2,Down,17,1
5,10Te48h10Tu,1,3,3,Down,16,2
5,10Te48h10Tu,1,3,4,Down,19,2
5,10Te48h10Tu,1,3,5,Down,6,2
5,10Te48h10Tu,1,3,1,Up,0,0
5,10Te48h10Tu,1,3,2,Up,42,1
5,10Te48h10Tu,1,3,3,Up,30,2
5,10Te48h10Tu,1,3,4,Up,35,2
5,10Te48h10Tu,1,3,5,Up,8,5
5,10Te48h10Tu,1,4,1,Down,9,3
5,10Te48h10Tu,1,4,2,Down,32,4
5,10Te48h10Tu,1,4,3,Down,16,2
5,10Te48h10Tu,1,4,4,Down,1,0
5,10Te48h10Tu,1,4,5,Down,0,0
5,10Te48h10Tu,1,4,1,Up,28,4
5,10Te48h10Tu,1,4,2,Up,35,4
5,10Te48h10Tu,1,4,3,Up,0,0
5,10Te48h10Tu,1,4,4,Up,29,5
5,10Te48h10Tu,1,4,5,Up,5,1
5,10Te48h10Tu,1,5,1,Down,10,0
5,10Te48h10Tu,1,5,2,Down,5,0
5,10Te48h10Tu,1,5,3,Down,2,0
5,10Te48h10Tu,1,5,4,Down,2,0
5,10Te48h10Tu,1,5,5,Down,10,0
5,10Te48h10Tu,1,5,1,Up,43,0
5,10Te48h10Tu,1,5,2,Up,18,0
5,10Te48h10Tu,1,5,3,Up,4,0
5,10Te48h10Tu,1,5,4,Up,4,0
5,10Te48h10Tu,1,5,5,Up,46,1
6,10Te48h10Tu,2,2,1,Down,4,0
6,10Te48h10Tu,2,2,2,Down,0,0
6,10Te48h10Tu,2,2,3,Down,0,1
6,10Te48h10Tu,2,2,1,Up,0,0
6,10Te48h10Tu,2,2,2,Up,0,0
6,10Te48h10Tu,2,2,3,Up,0,0
6,10Te48h10Tu,2,3,1,Down,0,1
6,10Te48h10Tu,2,3,2,Down,0,4
6,10Te48h10Tu,2,3,3,Down,1,8
6,10Te48h10Tu,2,3,4,Down,10,2
6,10Te48h10Tu,2,3,5,Down,1,4
6,10Te48h10Tu,2,3,1,Up,2,16
6,10Te48h10Tu,2,3,2,Up,2,10
6,10Te48h10Tu,2,3,3,Up,2,10
6,10Te48h10Tu,2,3,4,Up,3,1
6,10Te48h10Tu,2,3,5,Up,1,4
6,10Te48h10Tu,2,4,1,Down,4,2
6,10Te48h10Tu,2,4,2,Down,14,1
6,10Te48h10Tu,2,4,3,Down,13,2
6,10Te48h10Tu,2,4,4,Down,13,1
6,10Te48h10Tu,2,4,5,Down,0,0
6,10Te48h10Tu,2,4,1,Up,5,11
6,10Te48h10Tu,2,4,2,Up,10,2
6,10Te48h10Tu,2,4,3,Up,20,2
6,10Te48h10Tu,2,4,4,Up,27,3
6,10Te48h10Tu,2,4,5,Up,43,11
6,10Te48h10Tu,2,5,1,Down,0,1
6,10Te48h10Tu,2,5,2,Down,6,1
6,10Te48h10Tu,2,5,3,Down,3,3
6,10Te48h10Tu,2,5,4,Down,11,0
6,10Te48h10Tu,2,5,5,Down,10,0
6,10Te48h10Tu,2,5,1,Up,3,2
6,10Te48h10Tu,2,5,2,Up,24,14
6,10Te48h10Tu,2,5,3,Up,14,3
6,10Te48h10Tu,2,5,4,Up,13,3
6,10Te48h10Tu,2,5,5,Up,12,2
7,10Te48h10Tu,2,2,1,Down,3,5
7,10Te48h10Tu,2,2,2,Down,15,1
7,10Te48h10Tu,2,2,3,Down,2,0
7,10Te48h10Tu,2,2,1,Up,5,11
7,10Te48h10Tu,2,2,2,Up,7,9
7,10Te48h10Tu,2,2,3,Up,0,0
7,10Te48h10Tu,2,3,1,Down,0,0
7,10Te48h10Tu,2,3,2,Down,18,0
7,10Te48h10Tu,2,3,3,Down,3,0
7,10Te48h10Tu,2,3,4,Down,11,0
7,10Te48h10Tu,2,3,5,Down,17,0
7,10Te48h10Tu,2,3,1,Up,9,3
7,10Te48h10Tu,2,3,2,Up,14,0
7,10Te48h10Tu,2,3,3,Up,9,2
7,10Te48h10Tu,2,3,4,Up,3,0
7,10Te48h10Tu,2,3,5,Up,33,0
7,10Te48h10Tu,2,4,1,Down,1,1
7,10Te48h10Tu,2,4,2,Down,3,1
7,10Te48h10Tu,2,4,3,Down,41,0
7,10Te48h10Tu,2,4,4,Down,16,0
7,10Te48h10Tu,2,4,5,Down,0,4
7,10Te48h10Tu,2,4,1,Up,1,13
7,10Te48h10Tu,2,4,2,Up,0,0
7,10Te48h10Tu,2,4,3,Up,4,5
7,10Te48h10Tu,2,4,4,Up,58,8
7,10Te48h10Tu,2,4,5,Up,9,17
7,10Te48h10Tu,2,5,1,Down,0,0
7,10Te48h10Tu,2,5,2,Down,3,0
7,10Te48h10Tu,2,5,3,Down,0,0
7,10Te48h10Tu,2,5,4,Down,0,0
7,10Te48h10Tu,2,5,5,Down,0,0
7,10Te48h10Tu,2,5,1,Up,0,1
7,10Te48h10Tu,2,5,2,Up,0,0
7,10Te48h10Tu,2,5,3,Up,14,0
7,10Te48h10Tu,2,5,4,Up,9,0
7,10Te48h10Tu,2,5,5,Up,0,0
8,10Te48h10Tu,2,2,1,Down,0,0
8,10Te48h10Tu,2,2,2,Down,36,2
8,10Te48h10Tu,2,2,3,Down,26,0
8,10Te48h10Tu,2,2,1,Up,0,0
8,10Te48h10Tu,2,2,2,Up,17,2
8,10Te48h10Tu,2,2,3,Up,26,1
8,10Te48h10Tu,2,3,1,Down,0,0
8,10Te48h10Tu,2,3,2,Down,4,6
8,10Te48h10Tu,2,3,3,Down,7,1
8,10Te48h10Tu,2,3,4,Down,14,2
8,10Te48h10Tu,2,3,5,Down,1,4
8,10Te48h10Tu,2,3,1,Up,2,4
8,10Te48h10Tu,2,3,2,Up,0,0
8,10Te48h10Tu,2,3,3,Up,3,33
8,10Te48h10Tu,2,3,4,Up,8,16
8,10Te48h10Tu,2,3,5,Up,19,0
8,10Te48h10Tu,2,4,1,Down,0,2
8,10Te48h10Tu,2,4,2,Down,3,0
8,10Te48h10Tu,2,4,3,Down,1,1
8,10Te48h10Tu,2,4,4,Down,5,1
8,10Te48h10Tu,2,4,5,Down,2,0
8,10Te48h10Tu,2,4,1,Up,12,5
8,10Te48h10Tu,2,4,2,Up,5,0
8,10Te48h10Tu,2,4,3,Up,1,0
8,10Te48h10Tu,2,4,4,Up,22,0
8,10Te48h10Tu,2,4,5,Up,20,4
8,10Te48h10Tu,2,5,1,Down,2,1
8,10Te48h10Tu,2,5,2,Down,2,0
8,10Te48h10Tu,2,5,3,Down,9,0
8,10Te48h10Tu,2,5,4,Down,2,1
8,10Te48h10Tu,2,5,5,Down,0,0
8,10Te48h10Tu,2,5,1,Up,3,1
8,10Te48h10Tu,2,5,2,Up,12,0
8,10Te48h10Tu,2,5,3,Up,62,9
8,10Te48h10Tu,2,5,4,Up,89,5
8,10Te48h10Tu,2,5,5,Up,3,1
9,10Te48h10Tu,2,2,1,Down,52,5
9,10Te48h10Tu,2,2,2,Down,32,4
9,10Te48h10Tu,2,2,3,Down,0,0
9,10Te48h10Tu,2,2,1,Up,66,4
9,10Te48h10Tu,2,2,2,Up,8,7
9,10Te48h10Tu,2,2,3,Up,2,3
9,10Te48h10Tu,2,3,1,Down,1,1
9,10Te48h10Tu,2,3,2,Down,2,0
9,10Te48h10Tu,2,3,3,Down,0,2
9,10Te48h10Tu,2,3,4,Down,2,1
9,10Te48h10Tu,2,3,5,Down,4,2
9,10Te48h10Tu,2,3,1,Up,6,2
9,10Te48h10Tu,2,3,2,Up,10,0
9,10Te48h10Tu,2,3,3,Up,5,7
9,10Te48h10Tu,2,3,4,Up,11,10
9,10Te48h10Tu,2,3,5,Up,21,4
9,10Te48h10Tu,2,4,1,Down,4,0
9,10Te48h10Tu,2,4,2,Down,8,2
9,10Te48h10Tu,2,4,3,Down,1,0
9,10Te48h10Tu,2,4,4,Down,0,1
9,10Te48h10Tu,2,4,5,Down,0,0
9,10Te48h10Tu,2,4,1,Up,8,4
9,10Te48h10Tu,2,4,2,Up,61,3
9,10Te48h10Tu,2,4,3,Up,5,4
9,10Te48h10Tu,2,4,4,Up,0,0
9,10Te48h10Tu,2,4,5,Up,0,2
9,10Te48h10Tu,2,5,1,Down,6,0
9,10Te48h10Tu,2,5,2,Down,8,0
9,10Te48h10Tu,2,5,3,Down,7,1
9,10Te48h10Tu,2,5,4,Down,8,0
9,10Te48h10Tu,2,5,5,Down,0,0
9,10Te48h10Tu,2,5,1,Up,23,0
9,10Te48h10Tu,2,5,2,Up,10,0
9,10Te48h10Tu,2,5,3,Up,7,1
9,10Te48h10Tu,2,5,4,Up,7,0
9,10Te48h10Tu,2,5,5,Up,15,2
10,10Te48h10Tu,2,2,1,Down,0,2
10,10Te48h10Tu,2,2,2,Down,1,1
10,10Te48h10Tu,2,2,3,Down,0,0
10,10Te48h10Tu,2,2,1,Up,1,1
10,10Te48h10Tu,2,2,2,Up,1,0
10,10Te48h10Tu,2,2,3,Up,7,1
10,10Te48h10Tu,2,3,1,Down,9,2
10,10Te48h10Tu,2,3,2,Down,4,1
10,10Te48h10Tu,2,3,3,Down,55,4
10,10Te48h10Tu,2,3,4,Down,3,0
10,10Te48h10Tu,2,3,5,Down,4,2
10,10Te48h10Tu,2,3,1,Up,8,5
10,10Te48h10Tu,2,3,2,Up,17,6
10,10Te48h10Tu,2,3,3,Up,71,4
10,10Te48h10Tu,2,3,4,Up,17,2
10,10Te48h10Tu,2,3,5,Up,1,26
10,10Te48h10Tu,2,4,1,Down,3,3
10,10Te48h10Tu,2,4,2,Down,2,0
10,10Te48h10Tu,2,4,3,Down,9,0
10,10Te48h10Tu,2,4,4,Down,13,2
10,10Te48h10Tu,2,4,5,Down,1,2
10,10Te48h10Tu,2,4,1,Up,14,3
10,10Te48h10Tu,2,4,2,Up,8,0
10,10Te48h10Tu,2,4,3,Up,16,1
10,10Te48h10Tu,2,4,4,Up,11,2
10,10Te48h10Tu,2,4,5,Up,2,6
10,10Te48h10Tu,2,5,1,Down,6,2
10,10Te48h10Tu,2,5,2,Down,0,1
10,10Te48h10Tu,2,5,3,Down,1,1
10,10Te48h10Tu,2,5,4,Down,0,0
10,10Te48h10Tu,2,5,5,Down,0,0
10,10Te48h10Tu,2,5,1,Up,1,5
10,10Te48h10Tu,2,5,2,Up,0,1
10,10Te48h10Tu,2,5,3,Up,0,4
10,10Te48h10Tu,2,5,4,Up,0,1
10,10Te48h10Tu,2,5,5,Up,0,0
1,19Te1Tu,1,2,1,Down,17,0
1,19Te1Tu,1,2,2,Down,11,0
1,19Te1Tu,1,2,3,Down,17,0
1,19Te1Tu,1,2,1,Up,23,0
1,19Te1Tu,1,2,2,Up,19,0
1,19Te1Tu,1,2,3,Up,30,0
1,19Te1Tu,1,3,1,Down,21,0
1,19Te1Tu,1,3,2,Down,21,0
1,19Te1Tu,1,3,3,Down,18,1
1,19Te1Tu,1,3,4,Down,11,0
1,19Te1Tu,1,3,5,Down,5,0
1,19Te1Tu,1,3,1,Up,60,4
1,19Te1Tu,1,3,2,Up,30,2
1,19Te1Tu,1,3,3,Up,24,5
1,19Te1Tu,1,3,4,Up,18,2
1,19Te1Tu,1,3,5,Up,15,0
1,19Te1Tu,1,4,1,Down,13,3
1,19Te1Tu,1,4,2,Down,20,1
1,19Te1Tu,1,4,3,Down,19,0
1,19Te1Tu,1,4,4,Down,37,0
1,19Te1Tu,1,4,5,Down,7,0
1,19Te1Tu,1,4,1,Up,50,0
1,19Te1Tu,1,4,2,Up,81,3
1,19Te1Tu,1,4,3,Up,51,0
1,19Te1Tu,1,4,4,Up,67,0
1,19Te1Tu,1,4,5,Up,21,0
1,19Te1Tu,1,5,1,Down,0,0
1,19Te1Tu,1,5,2,Down,4,0
1,19Te1Tu,1,5,3,Down,4,0
1,19Te1Tu,1,5,4,Down,0,0
1,19Te1Tu,1,5,5,Down,11,1
1,19Te1Tu,1,5,1,Up,8,0
1,19Te1Tu,1,5,2,Up,12,1
1,19Te1Tu,1,5,3,Up,37,1
1,19Te1Tu,1,5,4,Up,42,6
1,19Te1Tu,1,5,5,Up,20,0
2,19Te1Tu,1,2,1,Down,3,0
2,19Te1Tu,1,2,2,Down,21,0
2,19Te1Tu,1,2,3,Down,5,0
2,19Te1Tu,1,2,1,Up,2,0
2,19Te1Tu,1,2,2,Up,61,0
2,19Te1Tu,1,2,3,Up,14,0
2,19Te1Tu,1,3,1,Down,9,0
2,19Te1Tu,1,3,2,Down,0,0
2,19Te1Tu,1,3,3,Down,3,0
2,19Te1Tu,1,3,4,Down,5,0
2,19Te1Tu,1,3,5,Down,1,0
2,19Te1Tu,1,3,1,Up,27,0
2,19Te1Tu,1,3,2,Up,9,0
2,19Te1Tu,1,3,3,Up,6,0
2,19Te1Tu,1,3,4,Up,12,0
2,19Te1Tu,1,3,5,Up,2,0
2,19Te1Tu,1,4,1,Down,12,0
2,19Te1Tu,1,4,2,Down,9,0
2,19Te1Tu,1,4,3,Down,15,1
2,19Te1Tu,1,4,4,Down,2,0
2,19Te1Tu,1,4,5,Down,26,0
2,19Te1Tu,1,4,1,Up,40,0
2,19Te1Tu,1,4,2,Up,31,1
2,19Te1Tu,1,4,3,Up,49,0
2,19Te1Tu,1,4,4,Up,13,1
2,19Te1Tu,1,4,5,Up,78,0
2,19Te1Tu,1,5,1,Down,0,0
2,19Te1Tu,1,5,2,Down,1,0
2,19Te1Tu,1,5,3,Down,0,0
2,19Te1Tu,1,5,4,Down,0,0
2,19Te1Tu,1,5,5,Down,0,0
2,19Te1Tu,1,5,1,Up,1,0
2,19Te1Tu,1,5,2,Up,2,0
2,19Te1Tu,1,5,3,Up,3,0
2,19Te1Tu,1,5,4,Up,1,0
2,19Te1Tu,1,5,5,Up,0,0
3,19Te1Tu,1,2,1,Down,8,0
3,19Te1Tu,1,2,2,Down,1,0
