Box,Treatment,Block,Leaf,Leaflet,Direction,Te,Tu
3,19Te1Tu,1,2,3,Down,0,0
3,19Te1Tu,1,2,1,Up,14,0
3,19Te1Tu,1,2,2,Up,7,0
3,19Te1Tu,1,2,3,Up,3,0
3,19Te1Tu,1,3,1,Down,11,0
3,19Te1Tu,1,3,2,Down,1,0
3,19Te1Tu,1,3,3,Down,0,0
3,19Te1Tu,1,3,4,Down,10,0
3,19Te1Tu,1,3,1,Up,37,0
3,19Te1Tu,1,3,2,Up,6,0
3,19Te1Tu,1,3,3,Up,3,0
3,19Te1Tu,1,3,4,Up,18,0
3,19Te1Tu,1,4,1,Down,0,0
3,19Te1Tu,1,4,2,Down,6,0
3,19Te1Tu,1,4,3,Down,9,0
3,19Te1Tu,1,4,4,Down,1,0
3,19Te1Tu,1,4,5,Down,14,0
3,19Te1Tu,1,4,1,Up,0,0
3,19Te1Tu,1,4,2,Up,11,0
3,19Te1Tu,1,4,3,Up,8,0
3,19Te1Tu,1,4,4,Up,4,0
3,19Te1Tu,1,4,5,Up,23,1
3,19Te1Tu,1,5,1,Down,2,0
3,19Te1Tu,1,5,2,Down,8,0
3,19Te1Tu,1,5,3,Down,14,0
3,19Te1Tu,1,5,4,Down,3,0
3,19Te1Tu,1,5,5,Down,0,0
3,19Te1Tu,1,5,1,Up,4,0
3,19Te1Tu,1,5,2,Up,12,0
3,19Te1Tu,1,5,3,Up,23,0
3,19Te1Tu,1,5,4,Up,12,0
3,19Te1Tu,1,5,5,Up,0,0
4,19Te1Tu,1,2,1,Down,5,1
4,19Te1Tu,1,2,2,Down,8,3
4,19Te1Tu,1,2,3,Down,9,0
4,19Te1Tu,1,2,1,Up,11,1
4,19Te1Tu,1,2,2,Up,10,6
4,19Te1Tu,1,2,3,Up,4,2
4,19Te1Tu,1,3,1,Down,3,0
4,19Te1Tu,1,3,2,Down,2,0
4,19Te1Tu,1,3,3,Down,6,1
4,19Te1Tu,1,3,4,Down,9,0
4,19Te1Tu,1,3,5,Down,8,0
4,19Te1Tu,1,3,1,Up,6,0
4,19Te1Tu,1,3,2,Up,12,0
4,19Te1Tu,1,3,3,Up,10,0
4,19Te1Tu,1,3,4,Up,47,0
4,19Te1Tu,1,3,5,Up,31,4
4,19Te1Tu,1,4,1,Down,8,1
4,19Te1Tu,1,4,2,Down,17,0
4,19Te1Tu,1,4,3,Down,16,0
4,19Te1Tu,1,4,4,Down,13,0
4,19Te1Tu,1,4,5,Down,0,0
4,19Te1Tu,1,4,1,Up,18,0
4,19Te1Tu,1,4,2,Up,27,5
4,19Te1Tu,1,4,3,Up,22,0
4,19Te1Tu,1,4,4,Up,29,3
4,19Te1Tu,1,4,5,Up,3,1
4,19Te1Tu,1,5,1,Down,0,0
4,19Te1Tu,1,5,2,Down,0,0
4,19Te1Tu,1,5,3,Down,0,0
4,19Te1Tu,1,5,4,Down,0,0
4,19Te1Tu,1,5,5,Down,0,0
4,19Te1Tu,1,5,1,Up,1,0
4,19Te1Tu,1,5,2,Up,4,0
4,19Te1Tu,1,5,3,Up,0,0
4,19Te1Tu,1,5,4,Up,1,0
4,19Te1Tu,1,5,5,Up,0,0
5,19Te1Tu,1,2,1,Down,0,0
5,19Te1Tu,1,2,2,Down,3,0
5,19Te1Tu,1,2,3,Down,0,0
5,19Te1Tu,1,2,1,Up,0,0
5,19Te1Tu,1,2,2,Up,22,0
5,19Te1Tu,1,2,3,Up,0,0
5,19Te1Tu,1,3,1,Down,0,0
5,19Te1Tu,1,3,2,Down,4,0
5,19Te1Tu,1,3,3,Down,3,0
5,19Te1Tu,1,3,4,Down,1,0
5,19Te1Tu,1,3,5,Down,5,0
5,19Te1Tu,1,3,1,Up,6,0
5,19Te1Tu,1,3,2,Up,1,0
5,19Te1Tu,1,3,3,Up,13,0
5,19Te1Tu,1,3,4,Up,7,1
5,19Te1Tu,1,3,5,Up,18,0
5,19Te1Tu,1,4,1,Down,7,1
5,19Te1Tu,1,4,2,Down,23,0
5,19Te1Tu,1,4,3,Down,10,0
5,19Te1Tu,1,4,4,Down,52,0
5,19Te1Tu,1,4,5,Down,7,0
5,19Te1Tu,1,4,1,Up,20,0
5,19Te1Tu,1,4,2,Up,25,0
5,19Te1Tu,1,4,3,Up,35,0
5,19Te1Tu,1,4,4,Up,47,0
5,19Te1Tu,1,4,5,Up,9,0
5,19Te1Tu,1,5,1,Down,28,0
5,19Te1Tu,1,5,2,Down,7,0
5,19Te1Tu,1,5,3,Down,5,0
5,19Te1Tu,1,5,4,Down,4,0
5,19Te1Tu,1,5,5,Down,1,0
5,19Te1Tu,1,5,1,Up,23,0
5,19Te1Tu,1,5,2,Up,10,0
5,19Te1Tu,1,5,3,Up,0,0
5,19Te1Tu,1,5,4,Up,5,0
5,19Te1Tu,1,5,5,Up,3,0
6,19Te1Tu,2,2,1,Down,5,0
6,19Te1Tu,2,2,2,Down,37,1
6,19Te1Tu,2,2,3,Down,5,0
6,19Te1Tu,2,2,1,Up,10,0
6,19Te1Tu,2,2,2,Up,16,1
6,19Te1Tu,2,2,3,Up,2,0
6,19Te1Tu,2,3,1,Down,2,0
6,19Te1Tu,2,3,2,Down,0,0
6,19Te1Tu,2,3,3,Down,14,0
6,19Te1Tu,2,3,4,Down,14,0
6,19Te1Tu,2,3,5,Down,12,0
6,19Te1Tu,2,3,1,Up,12,0
6,19Te1Tu,2,3,2,Up,0,0
6,19Te1Tu,2,3,3,Up,8,0
6,19Te1Tu,2,3,4,Up,22,0
6,19Te1Tu,2,3,5,Up,9,0
6,19Te1Tu,2,4,1,Down,12,0
6,19Te1Tu,2,4,2,Down,0,0
6,19Te1Tu,2,4,3,Down,23,0
6,19Te1Tu,2,4,4,Down,20,0
6,19Te1Tu,2,4,5,Down,21,0
6,19Te1Tu,2,4,1,Up,26,0
6,19Te1Tu,2,4,2,Up,19,0
6,19Te1Tu,2,4,3,Up,44,0
6,19Te1Tu,2,4,4,Up,43,0
6,19Te1Tu,2,4,5,Up,69,0
6,19Te1Tu,2,5,1,Down,1,0
6,19Te1Tu,2,5,2,Down,0,0
6,19Te1Tu,2,5,3,Down,2,0
6,19Te1Tu,2,5,4,Down,0,0
6,19Te1Tu,2,5,5,Down,2,0
6,19Te1Tu,2,5,1,Up,3,0
6,19Te1Tu,2,5,2,Up,0,0
6,19Te1Tu,2,5,3,Up,0,0
6,19Te1Tu,2,5,4,Up,3,0
6,19Te1Tu,2,5,5,Up,16,0
7,19Te1Tu,2,2,1,Down,33,0
7,19Te1Tu,2,2,2,Down,14,0
7,19Te1Tu,2,2,3,Down,13,0
7,19Te1Tu,2,2,1,Up,14,0
7,19Te1Tu,2,2,2,Up,8,0
7,19Te1Tu,2,2,3,Up,23,0
7,19Te1Tu,2,3,1,Down,7,0
7,19Te1Tu,2,3,2,Down,17,0
7,19Te1Tu,2,3,3,Down,19,0
7,19Te1Tu,2,3,4,Down,26,0
7,19Te1Tu,2,3,5,Down,0,0
7,19Te1Tu,2,3,1,Up,21,0
7,19Te1Tu,2,3,2,Up,18,0
7,19Te1Tu,2,3,3,Up,29,0
7,19Te1Tu,2,3,4,Up,18,0
7,19Te1Tu,2,3,5,Up,14,0
7,19Te1Tu,2,4,1,Down,14,0
7,19Te1Tu,2,4,2,Down,8,0
7,19Te1Tu,2,4,3,Down,6,0
7,19Te1Tu,2,4,4,Down,4,0
7,19Te1Tu,2,4,5,Down,3,0
7,19Te1Tu,2,4,1,Up,36,0
7,19Te1Tu,2,4,2,Up,19,0
7,19Te1Tu,2,4,3,Up,7,0
7,19Te1Tu,2,4,4,Up,2,0
7,19Te1Tu,2,4,5,Up,28,0
7,19Te1Tu,2,5,1,Down,26,0
7,19Te1Tu,2,5,2,Down,55,1
7,19Te1Tu,2,5,3,Down,123,0
7,19Te1Tu,2,5,4,Down,58,0
7,19Te1Tu,2,5,5,Down,24,1
7,19Te1Tu,2,5,1,Up,43,2
7,19Te1Tu,2,5,2,Up,85,0
7,19Te1Tu,2,5,3,Up,149,0
7,19Te1Tu,2,5,4,Up,92,0
7,19Te1Tu,2,5,5,Up,34,0
8,19Te1Tu,2,2,1,Down,21,0
8,19Te1Tu,2,2,2,Down,11,0
8,19Te1Tu,2,2,3,Down,0,0
8,19Te1Tu,2,2,1,Up,4,0
8,19Te1Tu,2,2,2,Up,7,0
8,19Te1Tu,2,2,3,Up,0,0
8,19Te1Tu,2,3,1,Down,8,0
8,19Te1Tu,2,3,2,Down,33,0
8,19Te1Tu,2,3,3,Down,47,0
8,19Te1Tu,2,3,4,Down,53,0
8,19Te1Tu,2,3,5,Down,22,0
8,19Te1Tu,2,3,1,Up,36,1
8,19Te1Tu,2,3,2,Up,17,0
8,19Te1Tu,2,3,3,Up,37,0
8,19Te1Tu,2,3,4,Up,41,0
8,19Te1Tu,2,3,5,Up,24,2
8,19Te1Tu,2,4,1,Down,4,0
8,19Te1Tu,2,4,2,Down,0,0
8,19Te1Tu,2,4,3,Down,10,1
8,19Te1Tu,2,4,4,Down,7,1
8,19Te1Tu,2,4,5,Down,9,1
8,19Te1Tu,2,4,1,Up,11,3
8,19Te1Tu,2,4,2,Up,3,2
8,19Te1Tu,2,4,3,Up,38,3
8,19Te1Tu,2,4,4,Up,69,3
8,19Te1Tu,2,4,5,Up,13,1
8,19Te1Tu,2,5,1,Down,0,0
8,19Te1Tu,2,5,2,Down,0,0
8,19Te1Tu,2,5,3,Down,0,0
8,19Te1Tu,2,5,4,Down,0,0
8,19Te1Tu,2,5,5,Down,1,0
8,19Te1Tu,2,5,1,Up,0,0
8,19Te1Tu,2,5,2,Up,4,0
8,19Te1Tu,2,5,3,Up,1,0
8,19Te1Tu,2,5,4,Up,1,0
8,19Te1Tu,2,5,5,Up,6,0
9,19Te1Tu,2,2,1,Down,5,0
9,19Te1Tu,2,2,2,Down,8,0
9,19Te1Tu,2,2,3,Down,2,0
9,19Te1Tu,2,2,1,Up,9,0
9,19Te1Tu,2,2,2,Up,10,1
9,19Te1Tu,2,2,3,Up,3,0
9,19Te1Tu,2,3,1,Down,6,2
9,19Te1Tu,2,3,2,Down,12,0
9,19Te1Tu,2,3,3,Down,28,0
9,19Te1Tu,2,3,4,Down,12,0
9,19Te1Tu,2,3,5,Down,6,1
9,19Te1Tu,2,3,1,Up,17,6
9,19Te1Tu,2,3,2,Up,11,0
9,19Te1Tu,2,3,3,Up,12,1
9,19Te1Tu,2,3,4,Up,5,1
9,19Te1Tu,2,3,5,Up,45,1
9,19Te1Tu,2,4,1,Down,8,0
9,19Te1Tu,2,4,2,Down,11,0
9,19Te1Tu,2,4,3,Down,3,0
9,19Te1Tu,2,4,4,Down,0,0
9,19Te1Tu,2,4,5,Down,16,0
9,19Te1Tu,2,4,1,Up,57,0
9,19Te1Tu,2,4,2,Up,5,0
9,19Te1Tu,2,4,3,Up,4,0
9,19Te1Tu,2,4,4,Up,0,0
9,19Te1Tu,2,4,5,Up,27,2
9,19Te1Tu,2,5,1,Down,6,0
9,19Te1Tu,2,5,2,Down,12,0
9,19Te1Tu,2,5,3,Down,6,0
9,19Te1Tu,2,5,4,Down,15,0
9,19Te1Tu,2,5,5,Down,12,0
9,19Te1Tu,2,5,1,Up,28,0
9,19Te1Tu,2,5,2,Up,14,0
9,19Te1Tu,2,5,3,Up,20,0
9,19Te1Tu,2,5,4,Up,19,0
9,19Te1Tu,2,5,5,Up,52,0
10,19Te1Tu,2,2,1,Down,7,0
10,19Te1Tu,2,2,2,Down,8,0
10,19Te1Tu,2,2,3,Down,13,0
10,19Te1Tu,2,2,1,Up,13,0
10,19Te1Tu,2,2,2,Up,13,0
10,19Te1Tu,2,2,3,Up,31,0
10,19Te1Tu,2,3,1,Down,0,0
10,19Te1Tu,2,3,2,Down,6,0
10,19Te1Tu,2,3,3,Down,31,0
10,19Te1Tu,2,3,4,Down,10,0
10,19Te1Tu,2,3,5,Down,0,0
10,19Te1Tu,2,3,1,Up,0,0
10,19Te1Tu,2,3,2,Up,0,0
10,19Te1Tu,2,3,3,Up,16,0
10,19Te1Tu,2,3,4,Up,79,0
10,19Te1Tu,2,3,5,Up,32,0
10,19Te1Tu,2,4,1,Down,1,0
10,19Te1Tu,2,4,2,Down,2,0
10,19Te1Tu,2,4,3,Down,15,0
10,19Te1Tu,2,4,4,Down,48,0
10,19Te1Tu,2,4,5,Down,62,0
10,19Te1Tu,2,4,1,Up,15,1
10,19Te1Tu,2,4,2,Up,37,0
10,19Te1Tu,2,4,3,Up,35,0
10,19Te1Tu,2,4,4,Up,44,0
10,19Te1Tu,2,4,5,Up,103,1
10,19Te1Tu,2,5,1,Down,9,0
10,19Te1Tu,2,5,2,Down,0,0
10,19Te1Tu,2,5,3,Down,0,0
10,19Te1Tu,2,5,4,Down,5,0
10,19Te1Tu,2,5,5,Down,1,0
10,19Te1Tu,2,5,1,Up,23,0
10,19Te1Tu,2,5,2,Up,1,0
10,19Te1Tu,2,5,3,Up,0,0
10,19Te1Tu,2,5,4,Up,0,0
10,19Te1Tu,2,5,5,Up,37,3
1,19Te48h1Tu,1,2,1,Down,6,0
1,19Te48h1Tu,1,2,2,Down,3,0
1,19Te48h1Tu,1,2,3,Down,6,0
1,19Te48h1Tu,1,2,1,Up,10,0
1,19Te48h1Tu,1,2,2,Up,22,0
1,19Te48h1Tu,1,2,3,Up,15,0
1,19Te48h1Tu,1,3,1,Down,3,0
1,19Te48h1Tu,1,3,2,Down,21,0
1,19Te48h1Tu,1,3,3,Down,26,0
1,19Te48h1Tu,1,3,4,Down,31,1
1,19Te48h1Tu,1,3,5,Down,17,0
1,19Te48h1Tu,1,3,1,Up,5,0
1,19Te48h1Tu,1,3,2,Up,30,0
1,19Te48h1Tu,1,3,3,Up,44,0
1,19Te48h1Tu,1,3,4,Up,72,0
1,19Te48h1Tu,1,3,5,Up,44,0
1,19Te48h1Tu,1,4,1,Down,27,0
1,19Te48h1Tu,1,4,2,Down,30,0
1,19Te48h1Tu,1,4,3,Down,4,0
1,19Te48h1Tu,1,4,4,Down,7,0
1,19Te48h1Tu,1,4,5,Down,2,0
1,19Te48h1Tu,1,4,1,Up,57,0
1,19Te48h1Tu,1,4,2,Up,19,0
1,19Te48h1Tu,1,4,3,Up,27,0
1,19Te48h1Tu,1,4,4,Up,89,0
1,19Te48h1Tu,1,4,5,Up,8,0
1,19Te48h1Tu,1,5,1,Down,2,0
1,19Te48h1Tu,1,5,2,Down,0,0
1,19Te48h1Tu,1,5,3,Down,0,0
1,19Te48h1Tu,1,5,4,Down,7,0
1,19Te48h1Tu,1,5,5,Down,4,0
1,19Te48h1Tu,1,5,1,Up,3,0
1,19Te48h1Tu,1,5,2,Up,3,0
1,19Te48h1Tu,1,5,3,Up,1,0
1,19Te48h1Tu,1,5,4,Up,14,0
1,19Te48h1Tu,1,5,5,Up,8,0
2,19Te48h1Tu,1,2,1,Down,0,0
2,19Te48h1Tu,1,2,2,Down,0,0
2,19Te48h1Tu,1,2,3,Down,4,4
2,19Te48h1Tu,1,2,1,Up,1,0
2,19Te48h1Tu,1,2,2,Up,1,0
2,19Te48h1Tu,1,2,3,Up,4,0
2,19Te48h1Tu,1,3,1,Down,5,1
2,19Te48h1Tu,1,3,2,Down,7,0
2,19Te48h1Tu,1,3,3,Down,4,0
2,19Te48h1Tu,1,3,4,Down,1,0
2,19Te48h1Tu,1,3,5,Down,20,20
2,19Te48h1Tu,1,3,1,Up,19,6
2,19Te48h1Tu,1,3,2,Up,11,0
2,19Te48h1Tu,1,3,3,Up,22,0
2,19Te48h1Tu,1,3,4,Up,11,1
2,19Te48h1Tu,1,3,5,Up,42,0
2,19Te48h1Tu,1,4,1,Down,3,0
2,19Te48h1Tu,1,4,2,Down,1,0
2,19Te48h1Tu,1,4,3,Down,2,0
2,19Te48h1Tu,1,4,4,Down,1,0
2,19Te48h1Tu,1,4,5,Down,38,0
2,19Te48h1Tu,1,4,1,Up,13,0
2,19Te48h1Tu,1,4,2,Up,0,0
2,19Te48h1Tu,1,4,3,Up,1,0
2,19Te48h1Tu,1,4,4,Up,0,0
2,19Te48h1Tu,1,4,5,Up,49,1
2,19Te48h1Tu,1,5,1,Down,2,0
2,19Te48h1Tu,1,5,2,Down,4,0
2,19Te48h1Tu,1,5,3,Down,5,0
2,19Te48h1Tu,1,5,4,Down,3,0
2,19Te48h1Tu,1,5,5,Down,1,0
2,19Te48h1Tu,1,5,1,Up,10,3
2,19Te48h1Tu,1,5,2,Up,4,0
2,19Te48h1Tu,1,5,3,Up,14,0
2,19Te48h1Tu,1,5,4,Up,9,0
2,19Te48h1Tu,1,5,5,Up,1,0
3,19Te48h1Tu,1,2,1,Down,34,0
3,19Te48h1Tu,1,2,2,Down,46,0
3,19Te48h1Tu,1,2,3,Down,19,0
3,19Te48h1Tu,1,2,1,Up,28,0
3,19Te48h1Tu,1,2,2,Up,44,0
3,19Te48h1Tu,1,2,3,Up,13,0
3,19Te48h1Tu,1,3,1,Down,2,0
3,19Te48h1Tu,1,3,2,Down,6,0
3,19Te48h1Tu,1,3,3,Down,1,0
3,19Te48h1Tu,1,3,4,Down,14,0
3,19Te48h1Tu,1,3,5,Down,2,0
3,19Te48h1Tu,1,3,1,Up,5,0
3,19Te48h1Tu,1,3,2,Up,40,40
3,19Te48h1Tu,1,3,3,Up,1,0
3,19Te48h1Tu,1,3,4,Up,13,0
3,19Te48h1Tu,1,3,5,Up,5,0
3,19Te48h1Tu,1,4,1,Down,13,0
3,19Te48h1Tu,1,4,2,Down,13,0
3,19Te48h1Tu,1,4,3,Down,8,0
3,19Te48h1Tu,1,4,4,Down,33,0
3,19Te48h1Tu,1,4,5,Down,17,0
3,19Te48h1Tu,1,4,1,Up,23,3
3,19Te48h1Tu,1,4,2,Up,11,1
3,19Te48h1Tu,1,4,3,Up,8,4
3,19Te48h1Tu,1,4,4,Up,26,0
3,19Te48h1Tu,1,4,5,Up,20,0
3,19Te48h1Tu,1,5,1,Down,4,1
3,19Te48h1Tu,1,5,2,Down,8,0
3,19Te48h1Tu,1,5,3,Down,8,0
3,19Te48h1Tu,1,5,4,Down,5,0
3,19Te48h1Tu,1,5,5,Down,0,0
3,19Te48h1Tu,1,5,1,Up,24,0
3,19Te48h1Tu,1,5,2,Up,6,0
3,19Te48h1Tu,1,5,3,Up,15,0
3,19Te48h1Tu,1,5,4,Up,15,1
3,19Te48h1Tu,1,5,5,Up,0,0
4,19Te48h1Tu,1,2,1,Down,2,0
4,19Te48h1Tu,1,2,2,Down,3,0
4,19Te48h1Tu,1,2,3,Down,2,0
4,19Te48h1Tu,1,2,1,Up,3,0
4,19Te48h1Tu,1,2,2,Up,14,0
4,19Te48h1Tu,1,2,3,Up,2,1
4,19Te48h1Tu,1,3,1,Down,11,0
4,19Te48h1Tu,1,3,2,Down,9,0
4,19Te48h1Tu,1,3,3,Down,8,0
4,19Te48h1Tu,1,3,4,Down,1,1
4,19Te48h1Tu,1,3,5,Down,0,0
4,19Te48h1Tu,1,3,1,Up,4,0
4,19Te48h1Tu,1,3,2,Up,10,0
4,19Te48h1Tu,1,3,3,Up,5,0
4,19Te48h1Tu,1,3,4,Up,0,0
4,19Te48h1Tu,1,3,5,Up,2,0
4,19Te48h1Tu,1,4,1,Down,1,2
4,19Te48h1Tu,1,4,2,Down,13,0
4,19Te48h1Tu,1,4,3,Down,40,0
4,19Te48h1Tu,1,4,4,Down,13,0
4,19Te48h1Tu,1,4,5,Down,0,0
4,19Te48h1Tu,1,4,1,Up,10,1
4,19Te48h1Tu,1,4,2,Up,20,1
4,19Te48h1Tu,1,4,3,Up,66,0
4,19Te48h1Tu,1,4,4,Up,33,0
4,19Te48h1Tu,1,4,5,Up,1,0
4,19Te48h1Tu,1,5,1,Down,0,0
4,19Te48h1Tu,1,5,2,Down,1,0
4,19Te48h1Tu,1,5,3,Down,24,0
4,19Te48h1Tu,1,5,4,Down,1,0
4,19Te48h1Tu,1,5,5,Down,0,0
4,19Te48h1Tu,1,5,1,Up,1,1
4,19Te48h1Tu,1,5,2,Up,0,0
4,19Te48h1Tu,1,5,3,Up,29,0
4,19Te48h1Tu,1,5,4,Up,2,0
4,19Te48h1Tu,1,5,5,Up,0,0
5,19Te48h1Tu,1,2,1,Down,0,0
5,19Te48h1Tu,1,2,2,Down,1,0
5,19Te48h1Tu,1,2,3,Down,9,0
5,19Te48h1Tu,1,2,1,Up,0,0
5,19Te48h1Tu,1,2,2,Up,4,1
5,19Te48h1Tu,1,2,3,Up,39,0
5,19Te48h1Tu,1,3,1,Down,1,0
5,19Te48h1Tu,1,3,2,Down,11,0
5,19Te48h1Tu,1,3,3,Down,2,0
5,19Te48h1Tu,1,3,4,Down,22,1
5,19Te48h1Tu,1,3,5,Down,4,0
5,19Te48h1Tu,1,3,1,Up,11,0
5,19Te48h1Tu,1,3,2,Up,24,0
5,19Te48h1Tu,1,3,3,Up,9,1
5,19Te48h1Tu,1,3,4,Up,31,3
5,19Te48h1Tu,1,3,5,Up,18,9
5,19Te48h1Tu,1,4,1,Down,1,0
5,19Te48h1Tu,1,4,2,Down,5,0
5,19Te48h1Tu,1,4,3,Down,11,0
5,19Te48h1Tu,1,4,4,Down,0,0
5,19Te48h1Tu,1,4,5,Down,2,2
5,19Te48h1Tu,1,4,1,Up,2,1
5,19Te48h1Tu,1,4,2,Up,2,0
5,19Te48h1Tu,1,4,3,Up,28,28
5,19Te48h1Tu,1,4,4,Up,1,0
5,19Te48h1Tu,1,4,5,Up,10,1
5,19Te48h1Tu,1,5,1,Down,1,1
5,19Te48h1Tu,1,5,2,Down,4,0
5,19Te48h1Tu,1,5,3,Down,1,0
5,19Te48h1Tu,1,5,4,Down,1,0
5,19Te48h1Tu,1,5,5,Down,0,0
5,19Te48h1Tu,1,5,1,Up,5,1
5,19Te48h1Tu,1,5,2,Up,9,0
5,19Te48h1Tu,1,5,3,Up,0,0
5,19Te48h1Tu,1,5,4,Up,2,0
5,19Te48h1Tu,1,5,5,Up,0,1
6,19Te48h1Tu,2,2,1,Down,10,0
6,19Te48h1Tu,2,2,2,Down,0,0
6,19Te48h1Tu,2,2,3,Down,3,0
6,19Te48h1Tu,2,2,1,Up,5,0
6,19Te48h1Tu,2,2,2,Up,0,0
6,19Te48h1Tu,2,2,3,Up,1,0
6,19Te48h1Tu,2,3,1,Down,6,2
6,19Te48h1Tu,2,3,2,Down,39,0
6,19Te48h1Tu,2,3,3,Down,26,0
6,19Te48h1Tu,2,3,4,Down,21,0
6,19Te48h1Tu,2,3,5,Down,3,0
6,19Te48h1Tu,2,3,1,Up,29,0
6,19Te48h1Tu,2,3,2,Up,46,0
6,19Te48h1Tu,2,3,3,Up,93,0
6,19Te48h1Tu,2,3,4,Up,51,0
6,19Te48h1Tu,2,3,5,Up,10,0
6,19Te48h1Tu,2,4,1,Down,3,0
6,19Te48h1Tu,2,4,2,Down,0,0
6,19Te48h1Tu,2,4,3,Down,26,0
6,19Te48h1Tu,2,4,4,Down,23,0
6,19Te48h1Tu,2,4,5,Down,13,0
6,19Te48h1Tu,2,4,1,Up,51,0
6,19Te48h1Tu,2,4,2,Up,4,0
6,19Te48h1Tu,2,4,3,Up,68,0
6,19Te48h1Tu,2,4,4,Up,6,0
6,19Te48h1Tu,2,4,5,Up,26,0
6,19Te48h1Tu,2,5,1,Down,22,0
6,19Te48h1Tu,2,5,2,Down,7,0
6,19Te48h1Tu,2,5,3,Down,7,0
6,19Te48h1Tu,2,5,4,Down,4,0
6,19Te48h1Tu,2,5,5,Down,23,0
6,19Te48h1Tu,2,5,1,Up,44,0
6,19Te48h1Tu,2,5,2,Up,28,0
6,19Te48h1Tu,2,5,3,Up,5,0
6,19Te48h1Tu,2,5,4,Up,15,0
6,19Te48h1Tu,2,5,5,Up,40,0
7,19Te48h1Tu,2,2,1,Down,19,0
7,19Te48h1Tu,2,2,2,Down,109,0
7,19Te48h1Tu,2,2,3,Down,28,0
7,19Te48h1Tu,2,2,1,Up,24,0
7,19Te48h1Tu,2,2,2,Up,80,0
7,19Te48h1Tu,2,2,3,Up,24,0
7,19Te48h1Tu,2,3,1,Down,12,0
7,19Te48h1Tu,2,3,2,Down,18,0
7,19Te48h1Tu,2,3,3,Down,20,0
7,19Te48h1Tu,2,3,4,Down,18,0
7,19Te48h1Tu,2,3,5,Down,19,0
7,19Te48h1Tu,2,3,1,Up,2,0
7,19Te48h1Tu,2,3,2,Up,10,0
7,19Te48h1Tu,2,3,3,Up,17,0
7,19Te48h1Tu,2,3,4,Up,26,0
7,19Te48h1Tu,2,3,5,Up,23,0
7,19Te48h1Tu,2,4,1,Down,8,0
7,19Te48h1Tu,2,4,2,Down,36,0
7,19Te48h1Tu,2,4,3,Down,57,1
7,19Te48h1Tu,2,4,4,Down,26,0
7,19Te48h1Tu,2,4,5,Down,9,1
7,19Te48h1Tu,2,4,1,Up,10,0
7,19Te48h1Tu,2,4,2,Up,76,0
7,19Te48h1Tu,2,4,3,Up,53,0
7,19Te48h1Tu,2,4,4,Up,11,0
7,19Te48h1Tu,2,4,5,Up,10,0
7,19Te48h1Tu,2,5,1,Down,22,0
7,19Te48h1Tu,2,5,2,Down,2,0
7,19Te48h1Tu,2,5,3,Down,2,0
7,19Te48h1Tu,2,5,4,Down,0,0
7,19Te48h1Tu,2,5,5,Down,30,0
7,19Te48h1Tu,2,5,1,Up,49,0
7,19Te48h1Tu,2,5,2,Up,5,0
7,19Te48h1Tu,2,5,3,Up,4,0
7,19Te48h1Tu,2,5,4,Up,0,0
7,19Te48h1Tu,2,5,5,Up,15,0
8,19Te48h1Tu,2,2,1,Down,1,0
8,19Te48h1Tu,2,2,2,Down,23,0
8,19Te48h1Tu,2,2,3,Down,2,0
8,19Te48h1Tu,2,2,1,Up,12,0
8,19Te48h1Tu,2,2,2,Up,18,0
8,19Te48h1Tu,2,2,3,Up,4,0
8,19Te48h1Tu,2,3,1,Down,1,0
8,19Te48h1Tu,2,3,2,Down,1,4
8,19Te48h1Tu,2,3,3,Down,0,1
8,19Te48h1Tu,2,3,4,Down,2,0
8,19Te48h1Tu,2,3,5,Down,6,1
8,19Te48h1Tu,2,3,1,Up,4,0
8,19Te48h1Tu,2,3,2,Up,9,2
8,19Te48h1Tu,2,3,3,Up,3,4
8,19Te48h1Tu,2,3,4,Up,2,0
8,19Te48h1Tu,2,3,5,Up,7,0
8,19Te48h1Tu,2,4,1,Down,2,0
8,19Te48h1Tu,2,4,2,Down,0,0
8,19Te48h1Tu,2,4,3,Down,0,0
8,19Te48h1Tu,2,4,4,Down,6,0
8,19Te48h1Tu,2,4,5,Down,0,0
8,19Te48h1Tu,2,4,1,Up,18,1
8,19Te48h1Tu,2,4,2,Up,16,0
8,19Te48h1Tu,2,4,3,Up,0,0
8,19Te48h1Tu,2,4,4,Up,16,0
8,19Te48h1Tu,2,4,5,Up,4,0
8,19Te48h1Tu,2,5,1,Down,0,0
8,19Te48h1Tu,2,5,2,Down,1,2
8,19Te48h1Tu,2,5,3,Down,4,0
8,19Te48h1Tu,2,5,4,Down,1,0
8,19Te48h1Tu,2,5,5,Down,53,0
8,19Te48h1Tu,2,5,1,Up,2,3
8,19Te48h1Tu,2,5,2,Up,6,13
8,19Te48h1Tu,2,5,3,Up,16,9
8,19Te48h1Tu,2,5,4,Up,2,1
8,19Te48h1Tu,2,5,5,Up,125,2
9,19Te48h1Tu,2,2,1,Down,3,0
9,19Te48h1Tu,2,2,2,Down,49,0
9,19Te48h1Tu,2,2,3,Down,105,0
9,19Te48h1Tu,2,2,1,Up,6,0
9,19Te48h1Tu,2,2,2,Up,23,0
9,19Te48h1Tu,2,2,3,Up,124,0
9,19Te48h1Tu,2,3,1,Down,57,0
9,19Te48h1Tu,2,3,2,Down,52,0
9,19Te48h1Tu,2,3,3,Down,17,0
